"text","label"
"""

 MY STATEMENT 

AND WHAT IS IT I DID EXACTLY TO BE BANNED?
WILL SOMEBODY PLEASE EXPLAIN?
You are obviously not aware of what is goinf ´g on I am ban for not contributing at all with the talk page!! what ? I am the one who asked for this mediation for more than 2 weeks ago and it was for something else than that and this snowskinner who was asked to bring the arbitration knows it perfectly. And i am the one working out ot bring the two best cosmolog in the world to look at those thesis, ans I am the one who did contributed the most in this affair together with Igor Bogdanov, at the refute of those falsifications of evidencies presented here by ybm and his acolytes.
I was ban because ybm had been ban and couldn't stand it.
But where he was ban 24 hours for insulting repaeatridly people and calling Igor Bogdanov a bastard 3 times and for having on several occassions oversteped the 3RR rule, I was ban 3 x 24 hours for having presented an article who was evaluated by Bidhonene who is a very endeared friend of YBM, for not being so usefull as she wish.
An article containing of course a serie of evidenscies who didn't have been shown before, and who constiture a major block against the conspiratorial arguments of ybm and his gang.
Just as she did it here on my talk page when she deleeted it all, and vnever reinserted it, a precious document proving the ´factual connection between YBM and this Voyer who infatuated this whole affair.
It was YBM who had invited his friend on my talkpage, until he realized that i had an arbitration going on that was about this.
Bishonen blocked me 20 minutes after her protegé had been blocked.
i dont see any of her interventions in this talk page concerning the insults of rjb and ybm, nor concerning their cynical and very empty and longs comments about my mediation on the talk page tonight.
You can read my articles yourself and see how hard I was fighting to make sure that the situation will not degenerate further, and to calm down the spirit.
She didn't make an intervention there to ask rjb and ybm to stop their acction and provocating attitudes, nor accused them for saying nothing nor removed their articles for not improving the talk page, nor contributing with anything on it.
She has already been told to don't interfeer anymore on this talk page because she is unable to differentiate between  her liking and her work as an admi.
She does not follow the rules and do a very destructiv work, using retaliation and arbitrarious judgement all the time, and always something who arranged ybm very much.
She even do revert for him and use her status to commit illegitimate stuff.
The arbitration should have been about this too.
They are using the fact that mediator Nicholas turnbull is out for a week to do their bad deeds.
And this snowsnippers know that what he does is out of hand, and that he should never have done it.
He even insulted Nicholas turnbull.
Easy when people aren't there to defend themselves.
Wiki english is a spot on the face of Wikipédia, admi are behaving like sabotors and vandaliser and encourage riot, and abuse of their knoledge and power to undermine actions made to refrein their wrong doing.

This has to stop.
I asked for a mediation and an arbitration comity for more than two weeks and Sowspinners actions are completely unlegitimate.
He has stollen MY mediation and MY arbitration request.
This don't go and has to be aborted.
I do not recognise the actual arbitration for being legitimate, and thereby ask all to boycot it.

None of the involved administrator can in anyway be part of the arbitration comity or of the arbitration.
It is a close debate and not an arena game.
THis arbitration was supposed to be hold secret, as snowspinner knows very well, and took some very unlucky initiatives from the very beginning.
He is an idiot to have done that, and has no sens of responsability, nor of maturity, and cannot be trusted.
He must be removed as well.
i dont accept what happened tonight. There was absolutly no reasons for me to be blocked and certainly not for 3 days.
If I say fuck! like ybm nothing happen, but if I bring precious evidencies, so I am ban and the evidencies confiscated and destroy yes, and detroyed as they have been alredy here several times.
This is the sign of a totalitarian system, and wiki english has became a totalitarian system, where the judged perform the judgement, and were all proofs are stollen and destroyed and were disturbing people are threaten for their meaning and impert to say more, and blocked away.

To say what you did, you can only be one of those people who repeat non stop what the one before them just sayed, but will not dream of looking at the matter himself, just as bishonene did fr",1
"Nyttend please stop sabotaging a proper page
  thank you",0
"Thanks
Fuck you too arsehole. Keep on owning wikiproject:aircraft. Wanker. I can see straight through you. twat.",1
"p>Yes you called him idiot. But who cares. 
When? ~    When? ~   
    
May I just comment that this section is also commenting on the editor and not the edits.   

Ok, how about adding few words without pov that video is grisly, as it originally says in cnn link or any other link?How can that be pov, lol?!only here
 why did you remove links on saddam's last hour and martyrdom?",1
", 1 November 2006 (UTC)
Whoa, that looks nice!  (talk) 22:20",0
"I know how much the liberal editors at Wiki HATE God...

And, I'm not really familiar one way or another with Benny Hinn's ministry. But I DO know his wife and he have RECONCILED.
So, get your facts straight....bitches!

PS His wife is STILL a babe! Compare that to FUGLY's her age
like Hillary Clinton. baha99.185.56.156",1
", 3 February 2009 (UTC)

Stupid. Don't be a smart ass. I didn't ask who Lefty was, I asked WHAT THE HELL IS A LEFTY TRADITION? You made up the term. Do you know anything concerning what you are writing? You are wasting all of the above space and have not answered ANYTHING. I asked a very legitimate question. If you do not know, simply shut your mouth. Get off this page idiot cracker!   11:15",1
"Thanks.  My guess is that other people who will just be noticing this change in their edit summaries, will have similar questions.  Can we add a link to the WikiProject from the CFD discussion? onka",0
"""ask yourselves, who was the victim in the """"Assyrian genocide""""? Syriac Christians, both Eastern and Western Syriac. It is pathetic and small-minded to engage in a pissing contest and childish flag-waving. We need an article on the entire group  (4 million people or so), regardless of their nationalisms and their petty disputes. This article is at Assyrian people. It is disrespectful of the victims I mentioned to as it were fight over their dead bones to categorize them as """"Syriac"""" vs. """"Assyrian"""", so stop it. The categories Category:Syriacs and Category:Assyrian people belong merged. If you really cannot agree on a single name, let it be called Category:Syriacs/Assyrians, anything is better than this public humiliation of yourselves as small-minded jerks when you should be trying to document your own group with respect and circumspection. If you don't have the stature to do that, stand down and go back to the teenage chauvinist blogs you came from.    

 """,1
"Allright, don't tell me happy holidays! IT'S CALLED CHRISTMAS!!!",0
"EMOS ARE FUCKING GAY, STUPID FUCKING EMOS SHOULD ALL DIE",1
"""

 Mistake in Map 

Hello All,

The map featured in this piece has a place on the black sea labeled """"Albania."""" Albania is actually on the Adriatic Sea, next to Italy, about a fifteen hundred miles away. Makes me wonder how reliable the other information on the map is!   """,0
".

That said he is one of the gay",0
"Thanks Wiki on behalf of the Arab community of Syria
We are witness of personal attack on dr Darko Trifunovic, so as Muslim and Arabs, we are very praud and happy that Wikipadia fix the article.",0
"""

 """"Aussie"""" 

There is currently a discussion at Talk:Australia#a few little things I think you would be interested in about """"Aussie"""" being in the infobox as a demonym. -  """,0
"""relative to """"one-way mirror"""" """,0
"Dude, you just lost the argument.  If you're not an admin, then you're threats of blocking me are idle.  You can't act upon them, so I can do whatever I want, and unless an actual admin comes along and sides with you (deciding this creationist statement is not trivial), you can't do a damn thing about it.  Now if you'll excuse me, I have an article to edit.",0
"""

Just remember that there are still specific meanings to """"Craft"""" """"Trade"""" """"General"""" """"Industrial"""" and """"Labo[u]r"""" union (and even """"Professional Organisation"""") seperate to common usage.  Many """"Trade"""" unions in Australia are actually craft unions, or professional organisations.  Some (very few) are industrial unions. 23:02, 4 Jan 2005 (UTC)""",0
"::::: But it wasn't a bitch, it was a trout! They're so much softer and squishier ) -",1
"""

 Fuck you 

  You're drunk son of a bitch   """,1
"This article is awful 

A meritocracy requires a level playing field so that one can be judged on ones merit. If there are large disparities in education, health, housing and access then there cannot be a meritocracy. If not everyone has access to same quality of education it is NOT a meritocracy. Libertarianism therefore is NOT a meritocracy its competitive but does not ensure equal access to quality education, etc.",0
"Are there many books on Latham yet?",0
"Following the above misconstrued logic are we now going to rename the 'Ndrangheta into the Calabrian 'Ndrangheta and the Camorra into the Neapolitan Camorra?",0
"I am not sure if you are really understanding what I have been saying. We cannot put our own views or views of a leader of any party; or even base the party's ideology on them. I have been requesting you to read their manifestos from the very beginning. Any party will not run on a single leader's views or any newspaper views. If you find the CPN(M) and CPN(UML) identically same or if you find one party's inclination towards socialism and/or hardliner communism (in simple words- their political ideology and ultimately their position on the spectrum) same as the other in their manifestos, please let us all know. I will immediately withdraw my points. Let us not debate here, any single person who has read both manifestos would be crystal clear on the UCPN(M) and CPN(UML) as far as what their position is. Do not trust me but at least please go through their manifestos.
Also, I have been watching many parties wiki pages of several countries across continents and all of them have their position stated. Why do you want to not keep it here? Ithink it makes it more clear with their position on  the spectrum. Thanks!38.114.81.204",0
"""

Satan yell

A proposed deletion template has been added to the article Satan yell, suggesting that it be deleted according to the proposed deletion process. All contributions are appreciated, but this article may not satisfy Wikipedia's criteria for inclusion, and the deletion notice should explain why (see also """"What Wikipedia is not"""" and Wikipedia's deletion policy).  You may prevent the proposed deletion by removing the  notice, but please explain why you disagree with the proposed deletion in your edit summary or on its talk page. Also, please consider improving the article to address the issues raised. Even though removing the deletion notice will prevent deletion through the proposed deletion process, the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to Articles for Deletion, where it may be deleted if consensus to delete is reached. If you agree with the deletion of the article, and you are the only person who has made substantial edits to the page, please add  to the top of Satan yell.  talk """,0
"Hi 

Hi, good day.

My deepest apologies that I had made the change.
I had made the change it was because I was there. On the day.
I was there on the day when they are all line up the most straightest one straight line,
the most biggest, the most brightest and highest star in the sky over my head
when the clock strikes 12 exactly at the noon on that day. (The date which I provided).
It was the most beautiful thing I ever see.
I know many thing need prove but I know what I saw that day. It is up to you now
but it was okay if black and white prove to be needed. I don't have any.
My sincere apologies for the trouble I had cause you.

I am from south east Asia.
I'm a Asia and I came from a very traditional Chinese family.

have a pleasant day",0
"Hello 

Hi,
I was just wondering how much of your time you spend re-editing pages on wikipedia? Because it seems mighty pathetic to me, and it seems like you enjoy ruining a good joke. What do you say?
Kisses and Cuddles,
Chris Lamb x",0
"REDIRECT Talk:SKANS School of Accountancy",0
"References in the talk",0
"I will fuck the whole wikipedia!!!",1
"Feel free to add to what I have added.  But the cite given is a comprehensive listing of criticisms, including from more than just the narrow band you've identified, and complies with BLP.  NPOV requires major controversies to be listed.",0
"Awwwwwwwww. Did I hurt your feelings?",0
"About my deletion requests... 

Hello Schutz. First of all, I should introduce myself. I am pl (sysop), de, simple, fr, nl and commons:user:odder (sysop). On en wiki I'dont have this username because of it was taken by, I guess, one of my opponents. So simply write to my odder. 
Second, I think that these redirects are simply stupid (and not linked from the main space, too). Why? The good redirect is redirecting from the shorter to longer article name, not from the longer to shorter. I don't know any person that will be writing the longer article name if he/she can write the shorter one. Don't forget that Wikipedia is for readers, not for writers ) 
Best regards,",0
"""

 Change """"View Source"""" to """"Edit This Page"""" 

I'm serious. I'm suggesting changing """"view source"""" to """"edit this page"""" because many people may want to add events, seriously.""",0
"The currency is pence not pound. shit.",1
"Gauquelin's work is covered in the Validity of astrology article.",0
"Jasper Deung wat a phucking tryhard",1
"== YOU SUCK Randall00 == 

 Click here 

 U",1
"NO 

HOW DARE YOU VANDALIZE MY TALK PAGE, FAGGOT!

FUCK! 98.208.65.56",1
"""

Humblefoot, 

What about Axel Enström running """"a small belgian company"""". His son lived and died there. Let me hear more about it!

Sebastian""",0
"""

 Hey! 

I voted for Persian's RFA...full support of course!  I'm kind of worried that she'll burn out, but I hope not.Anyways, KP is starting soon!!!  The first episode is already on the Disney Channel website...so you can catch it there.  The first four episode will air on Saturday Feb. 10 (that's tommorrow, or today) in a two hour marathon.  I hope you can catch them.  I can't, since I lack cable and watching YouTube with Linux isn't all that easy.  Tell me if you like the premier.  =)   Cont@ct """,0
", always a total asshole",1
"Although this user unfortunately still doesn't seem to think they did anything wrong to begin with. (t|c)",0
"""
Hey I've added a recording and production section to the article. I've asked lego to check... but your opinion would also be welcome.   [talk] """,0
"""Warning ==
You deleted """"Creeping Fascism"""" as if you have a right to delete a long standing article. That article has been around for years and you don't have some dictator right to delete it, backups will be found and it will be posted again, or recreated. You will not post lies and then delete truth, you have been warned.

= """,1
"See 

You soon, loser.",1
"Your continual removal and attempt at hiding said removal of specific references on the page that properly attribute the author, title, and publication date of works, in accordance with with standard academic practices and Wikipedia policy, is in fact tendentious. Clearly an agenda.  It's frankly remarkable to me that not one of the reviewers (or friends of your Talk Page) that you summoned to this page has dared to comment on this abomination.",0
"it should be biased against those soulless fuckers",1
"""

Mangled Units of Transmission Speed
Can anyone explain what units CuteFTP uses for """"Speed"""" - I see """"kbs"""" and """"mbs"""" in the CuteFTP 8 """"Queue Window"""" for example, but these are not valid units.  """"kbs"""" suggests """"kilo-byte seconds"""" or """"kilo-bit seconds"""" ... but both are nonsense units (should be either kbps or kb/s).  Similarly, """"mbs"""" suggests """"milli-byte seconds"""" or """"milli-bit seconds"""" which is doubly nonsense - both because it is a nonsense unit and also because (even if they mean mbps or mb/s) it is a ridiculously small unit.  I realize that they probably mean """"Mega"""" rather than """"milli"""" - but then they should use capital """"M"""".

""""Baud"""" used to be used universally for data transmission rates, and that is, at least, unambiguous.

This is all very sloppy and, of course, does not reflect well on GlobalScape.

See Data rate units, also see:
 Bit rate
 SI prefix
 Binary prefix
 List of device bandwidths""",0
"Thank you for the discussion. ) I may have worded it wrong. Even though officially Latin is not used in the City-State in the same way as the Holy See, leaving only the Italian translation can also mislead readers to believe Italian, English, etc are only used there even in documents, and the average reader will still tend to confuse the two entities of the Vatican City State and Holy See together even after reading the article (even I do!). I believe the note therefore kills two birds with one stone with the clarification in a concise manner, and instead of removing it any help in clarity would be appreciated and help the article overall.",0
"== If you delete this, == 

 then you admit you are a chump.",1
"YOU SUCK!!!!!!!!!!!!!!!!!!!!",1
"""

Harrassment, I did not do.  He posted a question or whatever and I replyed, I was never rude, I never cussed, I never said anything rude to him or about him (if you want to count """"are you 5?"""" in that, OK, I admit that one).  

The edit warring...I was removing posts on the KDKA-TV page that did not belong.  Newscasts on WPCW, whether produced by KDKA or not, do not belong on the KDKA page.  I tried telling User:Kd lvr this, he didn't continued to post.  He was putting information that I couldn't confirm.  Such as former KDKA anchor Jennifer Antkowiak is now """"working with Leslie Sansone's In Home Walking Program"""".  I looked this site up and could find no mention of Ms. Antkowiak.  I did a Google search, same thing.  This is inaccurate and unconfirmed (if it is true) information.

The assuming bad faith, I had backed off on when it was found that User:Kdkatpir2 and User:Kd lvr were not one in the same.  I thought they were, I didn't agree with it, but I had to accept that.  When User:Kdkatpir2 was blocked for sockpuppetry, then I knew than that it was as confirmed as it could be that User:Kd lvr was up to no good.  Had User:Kdkatpir2 not been blocked, I would not have done anything and would have gone back to updating pages like I have done.

I make it a point not to be rude to users here (there are other users for that), I make it a point to pass problems off to an admin so I don't get in trouble and cause I don't want to deal with it.  I was reverting posts on the KDKA page cause I thought it was the best thing to do at the time and prior to being blocked, I was actually updatign the KDKA page, so that the back and forth that User:Kd lvr and I were doing (which was annoying the hell outta me) would come to an end (and also make the page easier to read as well).

If I was only here to berate people day in and day out, I would have been blocked long ago.  I have been blocked only once before for a 24 hour 3RR violation, which I admit I did and I took something too far.  That was my fault that time, but I did nothing wrong here.  I was doing what I thought was right, reverting information that was incorrect and inaccurate and attempting to stop a user (who was ultimately found to be a sockpuppet by an admin) before harm was done by his behaviour.

If I seemed like I was being rude or I was breaking a rule, then I apologize.  I am sorry.  I didn't mean for my actions to come off in that light.  If my actions seemed wrong, I apologize.  I didn't mean for them to and I had no and have no ill-will toward User:Kdkatpir2 and User:Kd lvr.  If I have broken a rule, then again, I apologize, that was not my intention.

I, again, ask that my block be lifted as I did not mean for my actions to be taken in the way that they were and I was not trying to break any rules with my actions.  I, again, apologize. -  (VT) """,0
"i think that you should care about more things than stupid democracy liek your love life and and most importantley your sex life 
     bet that",1
"""

 Past Masters vs. Rarities 

I'm creating a chart for my own use that includes U.S. albums, since there are so many differences in the early albums. As a U.S. fan, I'm faced with the issue of whether to have U.S. albums, U.K. albums or both on my iPod? I will post my chart on my talk page so that others can judge whether it's worthy of including here. I realize there will be problems, including the lack of Canadian albums. My purpose is simply to record the first ALBUM appearance in both the U.K. and U.S. of each song.

I notice that a number of U.K. songs are listed as Past Masters when they actually first appeared on Rarities (1978 The Beatles album). I don't know the reason for this if the purpose is to list the first appearance on an album. Can someone explain? Or should they be changed to Rarities?  """,0
"""
I didn't """"malign"""" anyone personally or anyone's name.  I mentioned the authors name a second time simply to distinguish her from the other sources she quotes in her articles.  It is CliffC who pulled the quote from my much earlier and unrelated to the article post, bolded Bambi's name then tries to find fault with me.  If I wasn't a big grown up fella myself I suppose, from some of the passion in the comments directed at me, I might be getting close to feeling personally """"maligned"""" myself - I might even question the evenhandedness of the administrators comments.  My sources have been questioned which is fair.  I have placed a query on the reliable sources discussion to show my willingness to be introspective and open to other  ideas; I suggest CliffC post a similar query for the 'How Drywall Works' article at that same notice board.  The Bambi Turner article has not been provided as a reference for the article, the blog and real estate website article she uses as references have also not been posted to support the content of the article.  I believe ASTM will be a reliable source for how Gypsum Board assemblies are put together so I would like the Wikipedia opinion of it's usefulness before I refer to it in the article.  """,0
"Oh, what do you think, idiot?!?",1
"""

 The EU  A 'German Ploy'? 
This might be worth mentioning in this article: many people in Eastern Europe (and elsewhere [i.e. France, Russia, those Europeans countries that refuse to join, many others]) believe that the European Union is nothing more than a 'German ploy' to 'control' Europe both politically and economically (given that Germany is the most economically powerful and populous member of the EU).  They say that the success of the EU obliquely fulfills the Third Reich's burning desire for Germany to become """"The Undisputed Masters of Europe.""""  Should this hypothesis be included in the article or simply written off as a deluded conspiracy theory?   """,0
"""
Anything, there was recent consensus - in only the last few days - on the Gun control talk page that Nazi gun control is not part of an """"international debate."""" I even copied that discussion above, including Gaijin's agreement to stop pushing for its inclusion. I thanked him for that decision, and I asked him to stand by it here. I am asking you to let it go, too. This contentious point has been debated over and over and over again. The sources have been reviewed by numerous editors. There has been no consensus that this is truly an international debate, or that saying it is should be included in this article.   """,0
"""
Thanks kongr43gpen!  """,0
"I did it!  Hooray for me.",0
"Swedes are the racist trolls. They support the illegal Arabian occupation of Judea and Samaria. 

Every damned European needs to be gassed.",1
"nigga dont fuck wit this nigga hell naw dis nigga mary ohh hell naw dont try dis nigga she kill you nigga",1
"""
That, and rollback. ) Thanks for the quick response.  Murray """,0
"Hi Phil,

See: http://en.wikipedia.org/wiki/Vera_Lynn (nowhere on this page is it cited that her song appeared at the finale of Dr. Strangelove, 
see: http://en.wikipedia.org/wiki/Dr._Strangelove.) It does however appear on the Dr. Strangelove page. My aim was simply to link the two.

Thanks for being such a Nazi. No0w I know why I stopped contributing to Wikipedia.",1
"chesdovi 

chesdovi is just a dos from the usa who probably doesnt even speak hebrew. if you think he would be dumb enough to do something so obvious and you think this is him, then you are really the dumb one.",0
"war edits 

https://en.wikipedia.org/w/index.php?title=Buk_missile_system&action;=history",0
"Episode summaries don't require other sources? Where's the guideline that says that? Maybe you should read WP:PLOTSUM (yeah, that's not a guideline either, but it's an essay that makes sense). ''''''",0
"We had an edit conflict there. Unfortunately, since we don't know too, too much about the format of the Pinakes it's hard to say what was possible. But we might remember that there would most likely only be one entry for the Iliad, which could have been as many as 24 rolls per copy in the library and there were very likely many copies.",0
"See day three
9th Service Battalion was part of 16th Irish division
This one backs up the gas attack claim but puts a rather less up-beat slant on it.
See 27 April",0
"The king of stupid unconstructive edits is you.  Go fuck yourself.",1
"How about if we wait a week in which I promise not to edit any pages and then if I keep my prmise, we can set a date for the block to be lifted at that point.",0
"Cesc Fabregas 

I see it's been changed that he now plays for Chelsea. Looks like I was right all along, how do you like that you little bitch? I was right and you were wrong.",1
"{{unblock|I am a misunderstood genius who is being blocked by mentally retarded transmidgetards. I hope that by running for president I will be able to fire you all. (Accountin4Taste can go to heck)",1
"Nav Box
I've made a little Nav Box - it need logo, colour work, layout etc, but it's a start. Over to you...

 Farmbrough 09:27 16  June 2006 (GMT).",0
"I think it is appropriate that we don't consider you human you shameless Sunni monkey.",1
"IMHO, the attempt to have this image deleted without notifying the very people who edit this fine article is underhanded at best and Machiavellian at worst. There is no assuming good faith here, this is a very obvious attempt at a total butt fuck of the editors who got this article to FA status, and is seriously out of order.",1
"Thx for LOL 

You are a steaming, shocking pile of dead bodies and crap. You speak lies upon lies. You bathe in your own filth, not by choice, but by default. You murder children. Flies gather from far away to land on your oozing bedsores.

You are not worthwhile. You are not happy. Your words are tiny and your deeds are less. You are a waste of skin and atoms. The entropy you produce is inexcusable.

Please stop living. 

The Illinois Nazis",1
"""

 Suicide bombing vs Circumcision 

Someone should point out as a disadvantage of circumcision that circumcised men are more likely to turn into suicide bombers than """"un""""circumcised men. """,0
"""

Article rating

I am rating this article as a stub.  Though there is some content about nomenclature, there is a lot of information absent, such as all the characteristics of the tooth.  I think the importance of the topic is high, considering it is an article specifically about teeth. -  talk """,0
"""

Well, I left for two days anyway, and I see no reason to dredge up a closed thread.  

I will say that the whole point of the thread (as Calton indicated) was to not have to get involved in it myself, and there was also really no need for an IP which displayed disruptive behavior in the past to get involved.  IPs are nice to hide behind, and I will bet money on the fact that it's been the same person all along (which is where my remarks came from).  I'm happy to admit a mistake when I make one, but this was not a mistake.  I will stand behind everything I said, based on the following line of reasoning:  a static IP is often tied to the same computer in an office (MHEC, the IP location, is not a school, it's a governing authority for the state schools in Massachusetts, so it has an office and an .edu address, but not a campus of 50 million people using a computer in the library).  The chances of two different people on the same IP (meaning at the same computer) knowing enough of Wiki internals to: go poking around ANI, try to run for ArbCom, request a block for an admin, and then have troll unblock requests (""""hello"""" is not a spurious unblock request, really?), is just too small for my liking.  I'm sorry if I'm not going to AGF that, but I cannot suspend my disbelief that far, and I got hammered for it.  

I neither expect nor require an apology, but I do want it to be known that something important was missed in that thread, and that IP's going to be a problem until someone takes care of it.   """,0
"LETS TRY AGAIN WITHOUT DENNIS BROWN LYING",0
"""::In fact Aram meant nothing more than highland which was a description of the Assyrian terrain. Yes it may have been an independent entity at some point in time however it never was of much signifigance. It was always subjecated to a more powerful empire. Aramaean scribes in the Assyrian empire were always picture alongside Akkadian scribes. That at least points to the fact that they lived alongside each other and just as with Sumerian and Akkadian society merging to form classic Babylonian society the same happened of Akkadian/Assyrian society. In fact Assyria started as a Babylonian colony. Assyrian people today may very well call themselves Babylonian if they wished for that is the original established seat of the crown starting with the unification of Sumer and Akkad under Sargon of Akkad even though he ruled from Agade, the seat was moved to the holy city of the Gate of God. The official title of the king of Babylonia is """"Sar Mat Sumeri u Akkadi"""" which meant king of Sumer and Akkad which was the title of Sargon.

""",0
"""
I can now see your comment.  I don't know why it was not showing, must have been a cache issue.  I agree that the adultery issue should probably be left out.  But you should have made the point you are making here when you kept ripping it out of the article earlier.  Also, many of the things that are listed as """"facts"""" about her life have been in her article for a very long time now based simply on """"self-published sources"""" such as campaign literature, her senate office, etc.  """,0
"Say what? 

Bitch, are you for real?  Motherfucker comes up and removes my motherfucking comments?  Son of a bitch son, that's not right at all.  Fuck, that's not even right in Cuba.  Someone needs to learn their ass some motherfucking restraint and common sense.  Bitchass niggas can't be coming around removing people's opinions and shit, that's the motherfucking gestapo's job.  If motherfuckers think this the way to do things right, than you motherfuckers need to step off and learn some shit, cause the way the to do shit right, ain't erasing the fucking words.",1
"== gay sex ==  

 you are a complete butt pirate, you think you can win this battle.  You might be able to take me down, but theres an army comming.  Giambi for life",1
"PS: Oh yes and I see that foul bio box has a reference here - why don't you vote to get rid of it here .  | talk",0
"This  wikipedia page
Dumble amplifiers are extremely influental to musicians, amp builders/manufacturers, collectors etc. Their value is in their sound . As said on the wiki page many amp manufacturers are building amps based on mr. Dumbles design.The design is alive and available and influental.The man himself is a living legend.In many ways one could descripe Dumble amps superior, to many people they are, just ask Larry Carlton or robben Ford or Carlos Santana(famous musicians, if you dont know).All the business, either directly from the original amps or services from dumble, or in some way related to his work (similar products) or any sale mentioning his name is worth a considerable ammount of money.",0
"terrorist 

YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61",1
"your so gay hope u lose u prick  
 gmal",1
"Black Kite is a knee grow homosexual who can never stop me from editing on unsecured wi-fi's.  i just drive my car a couple blocks down the street to the next star bucks and do my work there.  you're a clown.  i've been doing this for YEARS and no one can stop me.  they just block an IP that belongs to some poor sucker and its only that poor sucker who gets hurt.  not me. cuz i just move on down the block.  So keep at it black kite. u have to watch everywhere. i get to pick and chose my targets. lulz",1
"Hey asshole.  Show some respect.",1
